lat_mean,lon_mean,duration,event_start,event_type_encounter,event_type_loitering,event_type_port
1.2193168055555554,103.80673069444444,47.27027777777778,2024-06-01 10:43:51+00:00,False,False,True
1.21135175,103.76024325,17.204166666666666,2024-06-02 06:06:14+00:00,False,False,True
1.2225191041666668,103.8157531875,52.95305555555556,2024-06-01 18:52:14+00:00,False,False,True
1.2314054629629632,103.8145074074074,25.379444444444445,2024-06-01 21:44:29+00:00,False,False,True
1.22208,103.79998777777776,22.684166666666666,2024-06-02 00:31:09+00:00,False,False,True
1.220759,103.78938175,18.180555555555557,2024-06-02 04:47:43+00:00,False,False,True
1.2234025,103.79980888888888,18.17972222222222,2024-06-02 04:47:09+00:00,False,False,True
1.2346081,103.8319714,26.60333333333333,2024-06-03 07:47:59+00:00,False,False,True
1.2310095000000003,103.80633356666664,8.6625,2024-06-05 11:22:12+00:00,False,False,True
1.235181777777778,103.81238755555552,17.54861111111111,2024-06-02 05:48:29+00:00,False,False,True
1.227706,103.85123911111113,25.765,2024-06-03 07:59:50+00:00,False,False,True
1.23152475,103.86645,23.010555555555555,2024-06-04 06:23:08+00:00,False,False,True
1.2243303333333333,103.77950375,35.02388888888889,2024-06-02 21:42:58+00:00,False,False,True
1.2465231666666667,103.87704363888892,34.9375,2024-06-02 05:52:51+00:00,False,False,True
1.2811454166666667,104.02557125,26.883055555555554,2024-06-02 00:46:08+00:00,False,False,True
1.3074045833333332,103.7652375,35.72527777777778,2024-06-07 23:28:26+00:00,False,False,True
1.2817000000000005,103.88277166666666,33.66388888888889,2024-06-08 17:56:52+00:00,False,False,True
1.236957456666667,103.82058313833336,234.25666666666666,2024-06-01 21:39:59+00:00,False,False,True
1.227496666666667,103.80470479166668,14.455833333333333,2024-06-03 00:34:15+00:00,False,False,True
1.2488607916666663,103.88429395833332,6.791666666666667,2024-06-02 23:01:38+00:00,False,False,True
1.2261544999999998,103.70927133333332,7.438888888888889,2024-06-02 02:31:13+00:00,False,False,True
1.2320719683333334,103.81858723666666,232.79333333333332,2024-06-01 23:22:16+00:00,False,False,True
1.226889583333333,103.79382541666666,27.199166666666667,2024-06-03 05:44:13+00:00,False,False,True
1.240415,103.90399833333332,3.4808333333333334,2024-06-01 01:53:34+00:00,False,False,True
1.2654605555555554,103.97851916666669,14.215,2024-06-06 18:36:43+00:00,False,False,True
1.2237969444444443,103.7792797222222,8.222222222222221,2024-06-05 15:31:45+00:00,False,False,True
1.2562344444444444,103.90207916666668,14.997777777777777,2024-06-08 23:39:10+00:00,False,False,True
1.24921375,103.91813833333332,17.8625,2024-06-09 23:35:32+00:00,False,False,True
1.2271906944444444,103.81769444444444,14.038611111111111,2024-06-03 15:09:34+00:00,False,False,True
1.2249686568627451,103.85355118627452,32.45638888888889,2024-06-02 08:18:12+00:00,False,False,True
1.2455960360360356,103.83244486486488,33.50833333333333,2024-06-02 08:14:27+00:00,False,False,True
3.879340138888889,9.52117166666667,36.01916666666666,2024-06-06 05:15:13+00:00,False,False,True
4.012823750000001,9.6423125,49.31527777777778,2024-06-07 05:56:29+00:00,False,False,True
4.4646065,7.166464166666668,20.261111111111113,2024-06-07 18:25:00+00:00,False,False,True
5.222499416666668,-4.065555833333333,108.9636111111111,2024-06-01 23:34:32+00:00,False,False,True
5.2507191666666655,-4.02006375,47.12694444444445,2024-06-08 01:07:46+00:00,False,False,True
